,winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
147,Mark Kerr,Moti Horenstein,tko,punches,,UFC 14: Showdown,1997-07-27,Boutwell Memorial Auditorium,birmingham,usa,5000.0,https://en.wikipedia.org/wiki/UFC_14
148,Dan Bobish,Brian Johnston,submission,forearm choke,,UFC 14: Showdown,1997-07-27,Boutwell Memorial Auditorium,birmingham,usa,5000.0,https://en.wikipedia.org/wiki/UFC_14
149,Alex Hunter,Sam Fulton,tko,punches,,UFC 14: Showdown,1997-07-27,Boutwell Memorial Auditorium,birmingham,usa,5000.0,https://en.wikipedia.org/wiki/UFC_14
150,Maurice Smith (c),Tank Abbott,submission,exhaustion,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
151,Randy Couture,Vitor Belfort,tko,punches,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
152,Mark Kerr,Dwayne Cason,submission,rearnaked choke,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
153,Mark Kerr,Greg Stott,ko,knee,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
154,Dave Beneteau,Carlos Barreto,decision,unanimous,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
155,Alex Hunter,Harry Moskowitz,decision,split,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
156,Dwayne Cason,Houston Dorr,tko,punches,,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_15
157,Randy Couture,Maurice Smith (c),decision,,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
158,Kazushi Sakuraba,Marcus Silveira,submission,armbar,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
159,Vitor Belfort,Joe Charles,submission,armbar,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
160,Frank Shamrock,Kevin Jackson,submission,armbar,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
161,Kazushi Sakuraba,Marcus Silveira,no contest,contest premature stoppage,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
162,Tank Abbott,Yoji Anjo,decision,,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
163,Tra Telligman,Brad Kohler,submission,armbar,1.0,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,yokohama,japan,5000.0,https://en.wikipedia.org/wiki/UFC_Japan:_Ultimate_Japan
164,Frank Shamrock (c),Igor Zinoviev,ko,slam,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
165,Tsuyoshi Kohsaka,Kimo Leopoldo,decision,unanimous,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
166,Jerry Bohlander,Kevin Jackson,technical submission,submission armbar,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
167,Pat Miletich,Chris Brennan,submission,shoulder choke,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
168,Mikey Burnett,Eugenio Tadeu,tko,punches,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
169,Pat Miletich,Townsend Saunders,decision,split,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
170,Laverne Clark,Josh Stuart,tko,punches,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
171,Chris Brennan,Courtney Turner,submission,armbar,,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,new orleans,usa,4600.0,https://en.wikipedia.org/wiki/UFC_16
172,Frank Shamrock (c),Jeremy Horn,submission,kneebar,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
173,Pete Williams,Mark Coleman,ko,head kick,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
174,Tank Abbott,Hugo Duarte,tko,punches,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
175,Mike Van Arsdale,Joe Pardo,submission,kimura,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
176,Andre Roberts,Harry Moskowitz,ko,elbow,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
177,Chuck Liddell,Noe Hernandez,decision,unanimous,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
178,Dan Henderson,Carlos Newton,decision,split,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
179,Dan Henderson,Allan Goes,decision,unanimous,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
180,Carlos Newton,Bob Gilstrap,submission,triangle choke,,UFC 17: Redemption,1998-05-15,Mobile Civic Center,mobile,usa,,https://en.wikipedia.org/wiki/UFC_17
181,Frank Shamrock (c),John Lober,submission,punches,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
182,Pat Miletich,Mikey Burnett,decision,split,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
183,Vitor Belfort,Wanderlei Silva,tko,punches,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
184,Pedro Rizzo,Tank Abbott,ko,punch,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
185,Tsuyoshi Kosaka,Pete Williams,decision,,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
186,Ebenezer Fontes Braga,Jeremy Horn,submission,guillotine choke,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
187,Cesar Marscucci,Paulo Santos,tko,,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
188,Tulio Palhares,Adriano Santos,tko,,,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,são paulo,brazil,,https://en.wikipedia.org/wiki/UFC_Brazil
189,Pat Miletich (c),Jorge Patino,decision,unanimous,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
190,Evan Tanner,Darrel Gholar,submission,rear naked choke,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
191,Mikey Burnett,Townsend Saunders,decision,unanimous,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
192,Tito Ortiz,Jerry Bohlander,tko,cut,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
193,Pedro Rizzo,Mark Coleman,decision,split,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
194,Bas Rutten,Tsuyoshi Kosaka,tko,punches,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
195,Laverne Clark,Frank Caracci,submission,strikes,,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_18
196,Tito Ortiz,Guy Mezger,tko,punches,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
197,Gary Goodridge,Andre Roberts,submission,punches,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
198,Jeremy Horn,Chuck Liddell,technical submission,submission inverted armtriangle choke,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
199,Kevin Randleman,Maurice Smith,decision,unanimous,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
200,Evan Tanner,Valeri Ignatov,tko,punches and elbows,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
201,Pete Williams,Jason Godsey,submission,kneebar,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
202,Sione Latu,Joey Roberts,tko,doctor stoppage,,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,bay st. louis,usa,,https://en.wikipedia.org/wiki/UFC_19
203,Bas Rutten,Kevin Randleman,decision,split,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
204,Pedro Rizzo,Tra Telligman,ko,punch,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
205,Pete Williams,Travis Fulton,submission,armlock,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
206,Wanderlei Silva,Tony Petarra,ko,knee,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
207,Marcelo Mello,Dave Roberts,tko,punches,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
208,LaVerne Clark,Fabiano Iha,tko,doctor stoppage,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
209,Ron Waterman,Chris Condo,tko,punches,,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,birmingham,usa,,https://en.wikipedia.org/wiki/UFC_20
210,Maurice Smith,Marco Ruas,tko,corner stoppage,1.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
211,Pat Miletich (c),Andre Pederneiras,tko,doctor stoppage,2.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
212,Jeremy Horn,Daiju Takase,tko,punches,1.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
213,Paul Jones,Flavio Luiz Moura,submission,rearnaked choke,1.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
214,Tsuyoshi Kosaka,Tim Lajcik,tko,corner stoppage,2.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
215,Eugene Jackson,Royce Alger,ko,punch,2.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
216,Andre Roberts,Ron Waterman,ko,punch,1.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
217,Travis Fulton,David Dodd,decision,unanimous,2.0,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,cedar rapids,usa,,https://en.wikipedia.org/wiki/UFC_21
218,Frank Shamrock (c),Tito Ortiz,submission,punches,4.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
219,Jens Pulver,Alfonso Alcarez,draw,,3.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
220,Brad Kohler,Steve Judson,ko,punch,1.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
221,Tim Lajcik,Ron Waterman,draw,,3.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
222,John Lewis,Lowell Anderson,tko,corner stoppage,3.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
223,Matt Hughes,Valeri Ignatov,decision,unanimous,3.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
224,Jeremy Horn,Jason Godsey,submission,armlock,1.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
225,Chuck Liddell,Paul Jones,tko,cut,1.0,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_22
226,Kevin Randleman,Pete Williams,decision,unanimous,5.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
227,Pedro Rizzo,Tsuyoshi Kosaka,tko,referee stoppage due to strikes,3.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
228,Joe Slick,Jason DeLucia,tko,verbal submission due to knee injury,1.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
229,Eugene Jackson,Keiichiro Yamamiya,ko,punch,3.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
230,Kenichi Yamamoto,Katsuhisa Fujii,submission,kneebar,2.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
231,Katsuhisa Fujii,Masutatsu Yano,tko,referee stoppage due to strikes,2.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
232,Kenichi Yamamoto,Daiju Takase,decision,unanimous,3.0,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,chiba,japan,,https://en.wikipedia.org/wiki/UFC_23
233,Tedd Williams,Steve Judson,tko,punches,1.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
234,Lance Gibson,Jermaine Andre,ko,knee,3.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
235,Dave Menne,Fabiano Iha,decision,unanimous,3.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
236,Bob Cook,Tiki Ghosn,submission,rearnaked choke,2.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
237,Jens Pulver,David Velasquez,tko,punches,2.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
238,Scott Adams,Ian Freeman,submission,achilles lock,1.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
239,Shonie Carter,Brad Gumm,decision,unanimous,2.0,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,lake charles,usa,,https://en.wikipedia.org/wiki/UFC_24
240,Tito Ortiz,Wanderlei Silva,decision,unanimous,5.0,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,tokyo,japan,,https://en.wikipedia.org/wiki/UFC_25
241,Murilo Bustamante,Yoji Anjo,submission,armtriangle choke,2.0,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,tokyo,japan,,https://en.wikipedia.org/wiki/UFC_25
242,Sanae Kikuta,Eugene Jackson,submission,armbar,1.0,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,tokyo,japan,,https://en.wikipedia.org/wiki/UFC_25
243,Ron Waterman,Satoshi Honma,decision,unanimous,3.0,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,tokyo,japan,,https://en.wikipedia.org/wiki/UFC_25
244,Ikuhisa Minowa,Joe Slick,tko,referee stoppage due to cut,3.0,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,tokyo,japan,,https://en.wikipedia.org/wiki/UFC_25
245,LaVerne Clark,Koji Oishi,decision,majority,3.0,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,tokyo,japan,,https://en.wikipedia.org/wiki/UFC_25
246,Kevin Randleman (c),Pedro Rizzo,decision,unanimous,5.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
247,Tyrone Roberts,David Dodd,decision,unanimous,3.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
248,Pat Miletich (c),John Alessio,submission,armbar,2.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
249,Amaury Bitetti,Alex Andrade,disqualification,kicking with shoes,2.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
250,Matt Hughes,Marcelo Aguiar,tko,doctor stoppage,1.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
251,Jens Pulver,Joao Roque,decision,unanimous,3.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
252,Ian Freeman,Nate Schroeder,submission,punches,2.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
253,Shonie Carter,Adrian Serrano,decision,unanimous,2.0,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,cedar rapids,usa,1100.0,https://en.wikipedia.org/wiki/UFC_26
254,Pedro Rizzo,Dan Severn,submission,punches,1.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
255,Maurice Smith,Bobby Hoffman,decision,split,3.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
256,Jeremy Horn,Eugene Jackson,submission,armbar,1.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
257,Fabiano Iha,LaVerne Clark,submission,armbar,1.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
258,Yuki Kondo,Alexandre Dantas,tko,strikes,3.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
259,Ian Freeman,Tedd Williams,decision,unanimous,3.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
260,Jeff Monson,Tim Lajcik,decision,unanimous,2.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
261,Brad Gumm,CJ Fernandes,draw,,2.0,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,new orleans,usa,,https://en.wikipedia.org/wiki/UFC_27
262,Randy Couture,Kevin Randleman (c),tko,punches,3.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
263,Renato Sobral,Maurice Smith,decision,majority,3.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
264,Josh Barnett,Gan McGee,tko,punches,2.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
265,Andrei Arlovski,Aaron Brink,submission,armbar,1.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
266,Jens Pulver,John Lewis,ko,punch,1.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
267,Mark Hughes,Alex Stiebling,decision,unanimous,2.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
268,Ben Earwood,Chris Lytle,decision,unanimous,2.0,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,atlantic city,usa,,https://en.wikipedia.org/wiki/UFC_28
269,Tito Ortiz (c),Yuki Kondo,submission,cobra choke,1.0,UFC 29: Defense of the Belts,2000-12-16,Differ Ariake Arena,tokyo,japan,1414.0,https://en.wikipedia.org/wiki/UFC_29
